txId,timestep,label,xgboost_probability,graphsage_probability,risk_score,risk_level,alert_priority,agreement_category,model_agreement,model_disagreement,evidence_type,fraud_alert
71989369,42,1,0.9998435,0.9962058,0.99947973,HIGH,CRITICAL,BOTH_HIGH,0.9963623,0.003637699999999966,STRONG_CORROBORATION,True
71989984,42,1,0.9997968,0.99641645,0.999458765,HIGH,CRITICAL,BOTH_HIGH,0.99661965,0.003380350000000032,STRONG_CORROBORATION,True
71989402,42,1,0.9995504,0.99845684,0.999441044,HIGH,CRITICAL,BOTH_HIGH,0.9989064400000001,0.001093559999999938,STRONG_CORROBORATION,True
71990821,42,1,0.9999033,0.9949102,0.99940399,HIGH,CRITICAL,BOTH_HIGH,0.9950068999999999,0.004993100000000084,STRONG_CORROBORATION,True
71990017,42,1,0.9998029,0.9956501,0.99938762,HIGH,CRITICAL,BOTH_HIGH,0.9958471999999999,0.0041528000000000675,STRONG_CORROBORATION,True
71989382,42,1,0.99995935,0.99389714,0.999353129,HIGH,CRITICAL,BOTH_HIGH,0.9939377899999999,0.006062210000000068,STRONG_CORROBORATION,True
73161180,42,1,0.99987996,0.9944306,0.9993350240000001,HIGH,CRITICAL,BOTH_HIGH,0.99455064,0.005449359999999959,STRONG_CORROBORATION,True
71989375,42,1,0.99964094,0.99651897,0.9993287430000001,HIGH,CRITICAL,BOTH_HIGH,0.99687803,0.0031219700000000294,STRONG_CORROBORATION,True
71990171,42,1,0.9995503,0.99682885,0.9992781550000001,HIGH,CRITICAL,BOTH_HIGH,0.99727855,0.002721450000000014,STRONG_CORROBORATION,True
71988920,42,1,0.9997712,0.99466175,0.9992602549999999,HIGH,CRITICAL,BOTH_HIGH,0.99489055,0.00510944999999996,STRONG_CORROBORATION,True
71988265,42,1,0.9997009,0.99523455,0.999254265,HIGH,CRITICAL,BOTH_HIGH,0.99553365,0.004466349999999952,STRONG_CORROBORATION,True
71988438,42,1,0.99963486,0.995707,0.9992420740000001,HIGH,CRITICAL,BOTH_HIGH,0.99607214,0.003927860000000005,STRONG_CORROBORATION,True
71988444,42,1,0.9995459,0.9963117,0.99922248,HIGH,CRITICAL,BOTH_HIGH,0.9967658,0.003234199999999965,STRONG_CORROBORATION,True
71990611,42,1,0.99985623,0.993004,0.9991710069999999,HIGH,CRITICAL,BOTH_HIGH,0.99314777,0.006852230000000015,STRONG_CORROBORATION,True
73004404,42,1,0.999764,0.9933541,0.99912301,HIGH,CRITICAL,BOTH_HIGH,0.9935901,0.006409899999999968,STRONG_CORROBORATION,True
73003883,42,1,0.99991524,0.9913322,0.999056936,HIGH,CRITICAL,BOTH_HIGH,0.99141696,0.008583039999999986,STRONG_CORROBORATION,True
73001046,42,1,0.99992406,0.99115855,0.999047509,HIGH,CRITICAL,BOTH_HIGH,0.99123449,0.008765510000000032,STRONG_CORROBORATION,True
73219228,42,1,0.9998024,0.9919431,0.99901647,HIGH,CRITICAL,BOTH_HIGH,0.9921407,0.007859300000000013,STRONG_CORROBORATION,True
71989982,42,1,0.99995863,0.9900872,0.9989714869999999,HIGH,CRITICAL,BOTH_HIGH,0.99012857,0.009871430000000014,STRONG_CORROBORATION,True
73001042,42,1,0.99991596,0.9900383,0.9989281940000001,HIGH,CRITICAL,BOTH_HIGH,0.99012234,0.00987766000000001,STRONG_CORROBORATION,True
73001401,42,1,0.99996877,0.98941797,0.99891369,HIGH,CRITICAL,BOTH_HIGH,0.9894492,0.010550799999999971,STRONG_CORROBORATION,True
73002816,42,1,0.99986064,0.9902372,0.998898296,HIGH,CRITICAL,BOTH_HIGH,0.9903765600000001,0.009623439999999928,STRONG_CORROBORATION,True
73003335,42,1,0.9999651,0.9887876,0.9988473500000001,HIGH,CRITICAL,BOTH_HIGH,0.9888224999999999,0.011177500000000062,STRONG_CORROBORATION,True
73003348,42,1,0.99991477,0.988991,0.998822393,HIGH,CRITICAL,BOTH_HIGH,0.98907623,0.01092377,STRONG_CORROBORATION,True
73000085,42,1,0.9999659,0.98822623,0.998791933,HIGH,CRITICAL,BOTH_HIGH,0.98826033,0.01173966999999998,STRONG_CORROBORATION,True
73001461,42,1,0.999966,0.98821217,0.998790617,HIGH,CRITICAL,BOTH_HIGH,0.9882461699999999,0.011753830000000076,STRONG_CORROBORATION,True
73003343,42,1,0.99991775,0.9885965,0.998785625,HIGH,CRITICAL,BOTH_HIGH,0.9886787499999999,0.01132125000000006,STRONG_CORROBORATION,True
73000655,42,1,0.9999671,0.98745036,0.998715426,HIGH,CRITICAL,BOTH_HIGH,0.98748326,0.012516740000000026,STRONG_CORROBORATION,True
73222345,42,1,0.99937785,0.99268967,0.998709032,HIGH,CRITICAL,BOTH_HIGH,0.99331182,0.0066881800000000435,STRONG_CORROBORATION,True
73001655,42,1,0.9999721,0.9873099,0.99870588,HIGH,CRITICAL,BOTH_HIGH,0.9873377999999999,0.012662200000000068,STRONG_CORROBORATION,True
73003888,42,1,0.99985933,0.98799396,0.998672793,HIGH,CRITICAL,BOTH_HIGH,0.9881346299999999,0.011865370000000097,STRONG_CORROBORATION,True
71988422,42,1,0.9997714,0.9877922,0.9985734799999999,HIGH,CRITICAL,BOTH_HIGH,0.9880208,0.011979199999999968,STRONG_CORROBORATION,True
73000840,42,1,0.99959606,0.9889509,0.998531544,HIGH,CRITICAL,BOTH_HIGH,0.98935484,0.010645160000000042,STRONG_CORROBORATION,True
73219643,42,1,0.9998186,0.98617935,0.9984546750000001,HIGH,CRITICAL,BOTH_HIGH,0.98636075,0.013639249999999992,STRONG_CORROBORATION,True
73003525,42,1,0.9998222,0.9861168,0.99845166,HIGH,CRITICAL,BOTH_HIGH,0.9862946,0.013705399999999979,STRONG_CORROBORATION,True
73218878,42,1,0.9997917,0.98638994,0.9984515239999999,HIGH,CRITICAL,BOTH_HIGH,0.9865982400000001,0.01340175999999993,STRONG_CORROBORATION,True
73219836,42,1,0.99929976,0.9906686,0.998436644,HIGH,CRITICAL,BOTH_HIGH,0.99136884,0.008631159999999971,STRONG_CORROBORATION,True
71987847,42,1,0.99939835,0.9895567,0.9984141849999999,HIGH,CRITICAL,BOTH_HIGH,0.99015835,0.009841650000000035,STRONG_CORROBORATION,True
73001623,42,1,0.99991715,0.98400277,0.998325712,HIGH,CRITICAL,BOTH_HIGH,0.98408562,0.015914380000000006,STRONG_CORROBORATION,True
73000659,42,1,0.99991775,0.9838076,0.9983067350000001,HIGH,CRITICAL,BOTH_HIGH,0.98388985,0.016110150000000045,STRONG_CORROBORATION,True
73218919,42,1,0.99967873,0.9859492,0.998305777,HIGH,CRITICAL,BOTH_HIGH,0.98627047,0.01372952999999999,STRONG_CORROBORATION,True
73219647,42,1,0.99980694,0.98449206,0.9982754520000001,HIGH,CRITICAL,BOTH_HIGH,0.98468512,0.01531488000000003,STRONG_CORROBORATION,True
73000845,42,1,0.9999403,0.9832008,0.9982663500000001,HIGH,CRITICAL,BOTH_HIGH,0.9832605,0.016739500000000018,STRONG_CORROBORATION,True
73000832,42,1,0.999944,0.9829759,0.9982471900000001,HIGH,CRITICAL,BOTH_HIGH,0.9830319,0.01696810000000004,STRONG_CORROBORATION,True
73001620,42,1,0.99996316,0.98163694,0.998130538,HIGH,CRITICAL,BOTH_HIGH,0.98167378,0.01832621999999995,STRONG_CORROBORATION,True
73218974,42,1,0.99872833,0.9919469,0.9980501870000001,HIGH,CRITICAL,BOTH_HIGH,0.9932185699999999,0.006781430000000088,STRONG_CORROBORATION,True
73002476,42,1,0.9999039,0.9808199,0.9979955,HIGH,CRITICAL,BOTH_HIGH,0.980916,0.01908399999999999,STRONG_CORROBORATION,True
71989154,42,1,0.9991346,0.98707306,0.997928446,HIGH,CRITICAL,BOTH_HIGH,0.98793846,0.012061540000000037,STRONG_CORROBORATION,True
73000853,42,1,0.999915,0.9800132,0.9979248199999999,HIGH,CRITICAL,BOTH_HIGH,0.9800982,0.01990179999999997,STRONG_CORROBORATION,True
72630995,42,1,0.9999404,0.9787759,0.9978239499999999,HIGH,CRITICAL,BOTH_HIGH,0.9788355000000001,0.02116449999999992,STRONG_CORROBORATION,True
72601861,42,1,0.9998872,0.9765132,0.9975497999999999,HIGH,CRITICAL,BOTH_HIGH,0.976626,0.023374000000000006,STRONG_CORROBORATION,True
73223974,42,1,0.9997917,0.97641265,0.997453795,HIGH,CRITICAL,BOTH_HIGH,0.97662095,0.023379049999999957,STRONG_CORROBORATION,True
72601480,42,1,0.99995244,0.97481334,0.99743853,HIGH,CRITICAL,BOTH_HIGH,0.9748608999999999,0.02513910000000008,STRONG_CORROBORATION,True
73002538,42,1,0.9999722,0.97360885,0.9973358649999999,HIGH,CRITICAL,BOTH_HIGH,0.97363665,0.026363350000000008,STRONG_CORROBORATION,True
72631002,42,1,0.9992545,0.9798938,0.9973184300000001,HIGH,CRITICAL,BOTH_HIGH,0.9806393,0.01936070000000001,STRONG_CORROBORATION,True
73406391,42,1,0.99902594,0.9796189,0.997085236,HIGH,CRITICAL,BOTH_HIGH,0.98059296,0.019407040000000042,STRONG_CORROBORATION,True
72603109,42,1,0.99995863,0.9711689,0.997079657,HIGH,CRITICAL,BOTH_HIGH,0.97121027,0.028789729999999958,STRONG_CORROBORATION,True
72632574,42,1,0.9999515,0.9711962,0.9970759699999999,HIGH,CRITICAL,BOTH_HIGH,0.9712447,0.02875530000000004,STRONG_CORROBORATION,True
72631010,42,1,0.9999491,0.97117424,0.9970716140000001,HIGH,CRITICAL,BOTH_HIGH,0.9712251399999999,0.02877486000000007,STRONG_CORROBORATION,True
73280777,42,1,0.9983931,0.982314,0.99678519,HIGH,CRITICAL,BOTH_HIGH,0.9839209,0.016079100000000013,STRONG_CORROBORATION,True
73003879,42,1,0.9988745,0.97765094,0.996752144,HIGH,CRITICAL,BOTH_HIGH,0.97877644,0.02122356000000003,STRONG_CORROBORATION,True
72604100,42,1,0.99987185,0.9648424,0.996368905,HIGH,CRITICAL,BOTH_HIGH,0.96497055,0.03502945000000002,STRONG_CORROBORATION,True
71992858,42,1,0.9998785,0.96156716,0.996047366,HIGH,CRITICAL,BOTH_HIGH,0.96168866,0.03831134000000003,STRONG_CORROBORATION,True
72601867,42,1,0.99993265,0.9610081,0.9960401950000001,HIGH,CRITICAL,BOTH_HIGH,0.96107545,0.03892454999999995,STRONG_CORROBORATION,True
72631257,42,1,0.99981564,0.95635307,0.995469383,HIGH,CRITICAL,BOTH_HIGH,0.95653743,0.04346256999999998,STRONG_CORROBORATION,True
71450921,42,1,0.9997466,0.94994056,0.994765996,HIGH,CRITICAL,BOTH_HIGH,0.95019396,0.049806039999999996,STRONG_CORROBORATION,True
71449573,42,1,0.9997433,0.94994575,0.994763545,HIGH,CRITICAL,BOTH_HIGH,0.95020245,0.04979754999999997,STRONG_CORROBORATION,True
105809538,44,0,0.99725217,0.97138447,0.9946653999999999,HIGH,CRITICAL,BOTH_HIGH,0.9741323000000001,0.025867699999999938,STRONG_CORROBORATION,True
2376671,42,1,0.99659544,0.9771111,0.994647006,HIGH,CRITICAL,BOTH_HIGH,0.98051566,0.01948433999999999,STRONG_CORROBORATION,True
73218903,42,1,0.9993771,0.95143855,0.9945832450000001,HIGH,CRITICAL,BOTH_HIGH,0.95206145,0.047938550000000024,STRONG_CORROBORATION,True
72631469,42,1,0.9997484,0.9480647,0.99458003,HIGH,CRITICAL,BOTH_HIGH,0.9483163,0.0516837,STRONG_CORROBORATION,True
72004593,42,1,0.9949419,0.9886558,0.99431329,HIGH,CRITICAL,BOTH_HIGH,0.9937138999999999,0.006286100000000072,STRONG_CORROBORATION,True
71989358,42,1,0.99995744,0.941526,0.994114296,HIGH,CRITICAL,BOTH_HIGH,0.94156856,0.05843144,STRONG_CORROBORATION,True
71451667,42,1,0.9998417,0.9382835,0.99368588,HIGH,CRITICAL,BOTH_HIGH,0.9384418,0.06155820000000001,STRONG_CORROBORATION,True
71989979,42,1,0.99967563,0.9383478,0.9935428470000001,HIGH,CRITICAL,BOTH_HIGH,0.9386721699999999,0.06132783000000008,STRONG_CORROBORATION,True
41261572,42,1,0.9995534,0.9372495,0.9933230100000001,HIGH,CRITICAL,BOTH_HIGH,0.9376960999999999,0.06230390000000008,STRONG_CORROBORATION,True
73218886,42,1,0.99893254,0.94253016,0.9932923020000001,HIGH,CRITICAL,BOTH_HIGH,0.94359762,0.056402379999999974,STRONG_CORROBORATION,True
72629711,42,1,0.9998318,0.9330566,0.9931542800000002,HIGH,CRITICAL,BOTH_HIGH,0.9332248,0.06677520000000003,STRONG_CORROBORATION,True
71748299,42,1,0.9999026,0.92781425,0.992693765,HIGH,CRITICAL,BOTH_HIGH,0.92791165,0.07208835000000002,STRONG_CORROBORATION,True
106364923,44,0,0.9972064,0.95198834,0.992684594,HIGH,CRITICAL,BOTH_HIGH,0.9547819399999999,0.04521806000000006,STRONG_CORROBORATION,True
73218947,42,1,0.99935204,0.9319703,0.992613866,HIGH,CRITICAL,BOTH_HIGH,0.93261826,0.06738173999999997,STRONG_CORROBORATION,True
73218944,42,1,0.99940634,0.9295965,0.992425356,HIGH,CRITICAL,BOTH_HIGH,0.9301901600000001,0.0698098399999999,STRONG_CORROBORATION,True
71988716,42,1,0.9999726,0.9241636,0.9923917,HIGH,CRITICAL,BOTH_HIGH,0.924191,0.07580900000000002,STRONG_CORROBORATION,True
73231155,42,1,0.99828714,0.9371075,0.992169176,HIGH,CRITICAL,BOTH_HIGH,0.93882036,0.06117963999999998,STRONG_CORROBORATION,True
72629945,42,1,0.99978596,0.9232174,0.992129104,HIGH,CRITICAL,BOTH_HIGH,0.92343144,0.07656856000000001,STRONG_CORROBORATION,True
72629836,42,1,0.999925,0.92122656,0.992055156,HIGH,CRITICAL,BOTH_HIGH,0.9213015600000001,0.07869843999999993,STRONG_CORROBORATION,True
72601509,42,1,0.9998913,0.92147106,0.992049276,HIGH,CRITICAL,BOTH_HIGH,0.92157976,0.07842024000000003,STRONG_CORROBORATION,True
72295214,42,1,0.9999404,0.919374,0.9918837599999999,HIGH,CRITICAL,BOTH_HIGH,0.9194336000000001,0.08056639999999993,STRONG_CORROBORATION,True
72295072,42,1,0.9986999,0.92992127,0.991822037,HIGH,CRITICAL,BOTH_HIGH,0.93122137,0.06877862999999995,STRONG_CORROBORATION,True
71749633,42,1,0.998434,0.9311792,0.99170852,HIGH,CRITICAL,BOTH_HIGH,0.9327451999999999,0.06725480000000006,STRONG_CORROBORATION,True
71989158,42,1,0.9980247,0.93424666,0.991646896,HIGH,CRITICAL,BOTH_HIGH,0.93622196,0.06377803999999998,STRONG_CORROBORATION,True
73219430,42,1,0.9992888,0.92174137,0.991534057,HIGH,CRITICAL,BOTH_HIGH,0.92245257,0.07754742999999997,STRONG_CORROBORATION,True
72631015,42,1,0.9998254,0.91518027,0.991360887,HIGH,CRITICAL,BOTH_HIGH,0.91535487,0.08464512999999996,STRONG_CORROBORATION,True
73220428,42,1,0.9996866,0.91639924,0.991357864,HIGH,CRITICAL,BOTH_HIGH,0.91671264,0.08328736000000003,STRONG_CORROBORATION,True
71451628,42,1,0.9985122,0.926385,0.9912994799999999,HIGH,CRITICAL,BOTH_HIGH,0.9278728,0.07212719999999995,STRONG_CORROBORATION,True
72601922,42,1,0.99979347,0.9128229,0.991096413,HIGH,CRITICAL,BOTH_HIGH,0.91302943,0.08697056999999997,STRONG_CORROBORATION,True
71989992,42,1,0.9985902,0.9231215,0.99104333,HIGH,CRITICAL,BOTH_HIGH,0.9245313000000001,0.07546869999999994,STRONG_CORROBORATION,True
72631632,42,1,0.99993384,0.910758,0.991016256,HIGH,CRITICAL,BOTH_HIGH,0.91082416,0.08917584,STRONG_CORROBORATION,True
73003591,42,1,0.9939758,0.9640938,0.9909876,HIGH,CRITICAL,BOTH_HIGH,0.970118,0.029881999999999964,STRONG_CORROBORATION,True
71450194,42,1,0.9997695,0.909836,0.9907761500000001,HIGH,CRITICAL,BOTH_HIGH,0.9100665,0.0899335,STRONG_CORROBORATION,True
73236121,42,1,0.99828535,0.91408145,0.98986496,HIGH,CRITICAL,BOTH_HIGH,0.9157961,0.0842039,STRONG_CORROBORATION,True
106001186,44,1,0.9907917,0.97644466,0.989356996,HIGH,CRITICAL,BOTH_HIGH,0.9856529599999999,0.014347040000000089,STRONG_CORROBORATION,True
73219265,42,1,0.99987674,0.8926727,0.9891563360000001,HIGH,CRITICAL,BOTH_HIGH,0.8927959599999999,0.10720404000000006,STRONG_CORROBORATION,True
72296563,42,1,0.9980926,0.9081103,0.98909437,HIGH,CRITICAL,BOTH_HIGH,0.9100177,0.08998229999999996,STRONG_CORROBORATION,True
43662693,42,1,0.9953784,0.93070745,0.988911305,HIGH,CRITICAL,BOTH_HIGH,0.93532905,0.06467095,STRONG_CORROBORATION,True
72294265,42,1,0.999526,0.8865726,0.9882306600000001,HIGH,CRITICAL,BOTH_HIGH,0.8870466,0.11295339999999998,STRONG_CORROBORATION,True
72629365,42,1,0.9995353,0.8854185,0.9881236200000001,HIGH,CRITICAL,BOTH_HIGH,0.8858832,0.11411680000000002,STRONG_CORROBORATION,True
72295265,42,1,0.9997986,0.88134617,0.987953357,HIGH,CRITICAL,BOTH_HIGH,0.8815475700000001,0.11845242999999994,STRONG_CORROBORATION,True
72628651,42,1,0.999938,0.87897235,0.987841435,HIGH,CRITICAL,BOTH_HIGH,0.87903435,0.12096565000000004,STRONG_CORROBORATION,True
73002915,42,1,0.9989784,0.88568205,0.9876487650000001,HIGH,CRITICAL,BOTH_HIGH,0.88670365,0.11329635000000005,STRONG_CORROBORATION,True
71450704,42,1,0.99970645,0.87458754,0.9871945590000001,HIGH,CRITICAL,BOTH_HIGH,0.87488109,0.12511890999999997,STRONG_CORROBORATION,True
73220317,42,1,0.9996481,0.87504804,0.9871880940000001,HIGH,CRITICAL,BOTH_HIGH,0.87539994,0.12460006000000001,STRONG_CORROBORATION,True
71988925,42,1,0.9999417,0.86890656,0.9868381860000001,HIGH,CRITICAL,BOTH_HIGH,0.86896486,0.13103514000000005,STRONG_CORROBORATION,True
73220440,42,1,0.9961953,0.8953023,0.986106,HIGH,CRITICAL,BOTH_HIGH,0.899107,0.10089300000000001,STRONG_CORROBORATION,True
73220626,42,1,0.9996618,0.8616515,0.98586077,HIGH,CRITICAL,BOTH_HIGH,0.8619897,0.13801030000000003,STRONG_CORROBORATION,True
71989395,42,1,0.99748516,0.8775423,0.985490874,HIGH,CRITICAL,BOTH_HIGH,0.88005714,0.11994285999999998,STRONG_CORROBORATION,True
72641071,42,1,0.9998202,0.8557941,0.9854175900000001,HIGH,CRITICAL,BOTH_HIGH,0.8559739,0.14402610000000005,STRONG_CORROBORATION,True
72631022,42,1,0.99974316,0.8549077,0.9852596140000001,HIGH,CRITICAL,BOTH_HIGH,0.8551645400000001,0.14483545999999992,STRONG_CORROBORATION,True
71451822,42,1,0.9928543,0.91454315,0.985023185,HIGH,CRITICAL,BOTH_HIGH,0.92168885,0.07831115,STRONG_CORROBORATION,True
72302236,42,1,0.9929495,0.9125548,0.98491003,HIGH,CRITICAL,BOTH_HIGH,0.9196053,0.08039470000000004,STRONG_CORROBORATION,True
73218914,42,1,0.9986534,0.8585669,0.98464475,HIGH,CRITICAL,BOTH_HIGH,0.8599135,0.1400865,STRONG_CORROBORATION,True
73218990,42,1,0.999006,0.8499239,0.98409779,HIGH,CRITICAL,BOTH_HIGH,0.8509179,0.1490821,STRONG_CORROBORATION,True
72628700,42,1,0.9995448,0.8422124,0.98381156,HIGH,CRITICAL,BOTH_HIGH,0.8426676,0.15733240000000004,STRONG_CORROBORATION,True
72640345,42,1,0.99314344,0.896833,0.9835123960000001,HIGH,CRITICAL,BOTH_HIGH,0.90368956,0.09631044,STRONG_CORROBORATION,True
71450190,42,1,0.99872273,0.84608793,0.98345925,HIGH,CRITICAL,BOTH_HIGH,0.8473652,0.15263479999999996,STRONG_CORROBORATION,True
73236946,42,1,0.9866796,0.9506083,0.98307247,HIGH,CRITICAL,BOTH_HIGH,0.9639287,0.03607130000000003,STRONG_CORROBORATION,True
72628936,42,1,0.9998671,0.830546,0.98293499,HIGH,CRITICAL,BOTH_HIGH,0.8306789,0.1693211,STRONG_CORROBORATION,True
71449174,42,1,0.995271,0.8641576,0.98215966,HIGH,CRITICAL,BOTH_HIGH,0.8688866,0.13111340000000005,STRONG_CORROBORATION,True
72294238,42,1,0.99280167,0.88264835,0.981786338,HIGH,CRITICAL,BOTH_HIGH,0.88984668,0.11015332,STRONG_CORROBORATION,True
40441445,42,1,0.9857071,0.9448686,0.98162325,HIGH,CRITICAL,BOTH_HIGH,0.9591615,0.0408385,STRONG_CORROBORATION,True
71451283,42,1,0.997519,0.82353127,0.980120227,HIGH,CRITICAL,BOTH_HIGH,0.82601227,0.17398773,STRONG_CORROBORATION,True
72292587,42,1,0.9988803,0.8095233,0.9799446,HIGH,CRITICAL,BOTH_HIGH,0.8106429999999999,0.1893570000000001,STRONG_CORROBORATION,True
71450339,42,1,0.9993068,0.80313504,0.9796896240000001,HIGH,CRITICAL,BOTH_HIGH,0.80382824,0.19617176000000003,STRONG_CORROBORATION,True
71460296,42,1,0.99400336,0.8505437,0.9796573940000001,HIGH,CRITICAL,BOTH_HIGH,0.85654034,0.14345966,STRONG_CORROBORATION,True
71748770,42,1,0.9950165,0.8345071,0.97896556,HIGH,CRITICAL,BOTH_HIGH,0.8394906,0.16050940000000002,STRONG_CORROBORATION,True
73404067,42,1,0.99467295,0.8326023,0.9784658850000001,HIGH,CRITICAL,BOTH_HIGH,0.83792935,0.16207064999999998,STRONG_CORROBORATION,True
106364914,44,0,0.9892692,0.8732017,0.97766245,HIGH,CRITICAL,BOTH_HIGH,0.8839325,0.11606749999999999,STRONG_CORROBORATION,True
71748300,42,1,0.99929965,0.7740628,0.9767759650000001,HIGH,CRITICAL,BOTH_HIGH,0.7747631500000001,0.22523684999999993,STRONG_CORROBORATION,True
71450731,42,1,0.9993735,0.7684861,0.97628476,HIGH,CRITICAL,BOTH_HIGH,0.7691125999999999,0.23088740000000008,STRONG_CORROBORATION,True
73220620,42,1,0.99958426,0.75966626,0.9755924600000001,HIGH,CRITICAL,BOTH_HIGH,0.760082,0.23991799999999996,STRONG_CORROBORATION,True
71748458,42,1,0.99888426,0.75890905,0.974886739,HIGH,CRITICAL,BOTH_HIGH,0.76002479,0.23997521,STRONG_CORROBORATION,True
190135471,49,1,0.97495645,0.96941155,0.97440196,HIGH,CRITICAL,BOTH_HIGH,0.9944551,0.005544899999999964,STRONG_CORROBORATION,True
71993480,42,1,0.99989057,0.74393326,0.9742948390000001,HIGH,CRITICAL,BOTH_HIGH,0.74404269,0.25595731,STRONG_CORROBORATION,True
71450516,42,1,0.99727964,0.7582808,0.973379756,HIGH,CRITICAL,BOTH_HIGH,0.76100116,0.23899884000000005,STRONG_CORROBORATION,True
72632811,42,1,0.9886805,0.8237795,0.9721904,HIGH,CRITICAL,BOTH_HIGH,0.835099,0.16490099999999996,STRONG_CORROBORATION,True
