txId,feature_rank,feature,feature_value,shap_value,direction
41261572,3,feature_131,-0.1887158089232799,0.6444127559661865,INCREASES_FRAUD_RISK
41261572,4,feature_54,-0.4675325287240186,0.6342600584030151,INCREASES_FRAUD_RISK
41261572,5,feature_75,-0.0951039362673167,0.6300196647644043,INCREASES_FRAUD_RISK
43662693,1,feature_52,-0.4883090166917081,1.878925085067749,INCREASES_FRAUD_RISK
43662693,2,feature_89,-0.6942351992761703,1.446065902709961,INCREASES_FRAUD_RISK
43662693,3,feature_54,-0.4675181713359677,0.7445794343948364,INCREASES_FRAUD_RISK
43662693,4,feature_131,-0.1887158089232799,0.6774754524230957,INCREASES_FRAUD_RISK
43662693,5,feature_75,-0.0884566818944032,0.4766843318939209,INCREASES_FRAUD_RISK
49177809,1,feature_52,-0.4883258852327323,1.1594574451446533,INCREASES_FRAUD_RISK
49177809,2,feature_2,1.018601901343969,0.6021669507026672,INCREASES_FRAUD_RISK
49177809,3,feature_79,-1.4717644946197317,0.4778667092323303,INCREASES_FRAUD_RISK
49177809,4,feature_54,-0.4675376328413303,0.3854110538959503,INCREASES_FRAUD_RISK
49177809,5,feature_137,0.0073198473095321,0.36093878746032715,INCREASES_FRAUD_RISK
69094840,1,feature_52,-0.4883126415727742,1.2898458242416382,INCREASES_FRAUD_RISK
69094840,2,feature_162,-0.1836705632417872,0.8679567575454712,INCREASES_FRAUD_RISK
69094840,3,feature_160,-0.106714613806669,0.5826972723007202,INCREASES_FRAUD_RISK
69094840,4,feature_2,1.5735945770991024,0.5517038702964783,INCREASES_FRAUD_RISK
69094840,5,feature_54,-0.4675223534191843,0.3861255645751953,INCREASES_FRAUD_RISK
70788587,1,feature_52,-0.4881844863287833,1.8101778030395508,INCREASES_FRAUD_RISK
70788587,2,feature_2,1.018601901343969,0.5976234078407288,INCREASES_FRAUD_RISK
70788587,3,feature_126,-0.0684923569769184,0.5766375064849854,INCREASES_FRAUD_RISK
70788587,4,feature_54,-0.4673744986660908,0.37182924151420593,INCREASES_FRAUD_RISK
70788587,5,feature_51,-0.413817974329034,0.3441421389579773,INCREASES_FRAUD_RISK
71449174,1,feature_89,-0.6942351992761703,1.6723673343658447,INCREASES_FRAUD_RISK
71449174,2,feature_52,-0.4883522869255366,1.3284492492675781,INCREASES_FRAUD_RISK
71449174,3,feature_131,-0.1887158089232799,0.7844760417938232,INCREASES_FRAUD_RISK
71449174,4,feature_88,-0.7619369376159003,0.4078623354434967,INCREASES_FRAUD_RISK
71449174,5,feature_2,1.5735945770991024,0.3859648108482361,INCREASES_FRAUD_RISK
71449573,1,feature_89,-0.6942351992761703,1.6123905181884766,INCREASES_FRAUD_RISK
71449573,2,feature_52,-0.4883522869255366,1.3726229667663574,INCREASES_FRAUD_RISK
71449573,3,feature_131,-0.1887158089232799,0.7682795524597168,INCREASES_FRAUD_RISK
71449573,4,feature_75,-0.0950292480159356,0.646420955657959,INCREASES_FRAUD_RISK
71449573,5,feature_126,-0.1010274706354492,0.6133796572685242,INCREASES_FRAUD_RISK
71450190,1,feature_52,-0.4883391288926904,1.6498943567276,INCREASES_FRAUD_RISK
71450190,2,feature_89,-0.6942351992761703,1.4554765224456787,INCREASES_FRAUD_RISK
71450190,3,feature_131,-0.1887158089232799,0.7207430005073547,INCREASES_FRAUD_RISK
71450190,4,feature_160,-0.106714613806669,0.5801188349723816,INCREASES_FRAUD_RISK
71450190,5,feature_54,-0.4675529122634763,0.4739859998226166,INCREASES_FRAUD_RISK
71450194,1,feature_52,-0.4883522869255366,1.7849246263504028,INCREASES_FRAUD_RISK
71450194,2,feature_89,-0.6942351992761703,1.363403081893921,INCREASES_FRAUD_RISK
71450194,3,feature_131,-0.1887158089232799,0.7288098931312561,INCREASES_FRAUD_RISK
71450194,4,feature_75,-0.0950292480159356,0.6709576845169067,INCREASES_FRAUD_RISK
71450194,5,feature_160,-0.106714613806669,0.597480058670044,INCREASES_FRAUD_RISK
71450339,1,feature_52,-0.4883391288926904,1.6811914443969727,INCREASES_FRAUD_RISK
71450339,2,feature_89,-0.6942351992761703,1.1757532358169556,INCREASES_FRAUD_RISK
71450339,3,feature_131,-0.1887158089232799,0.608654260635376,INCREASES_FRAUD_RISK
71450339,4,feature_54,-0.4675529122634763,0.5319520831108093,INCREASES_FRAUD_RISK
71450339,5,feature_160,-0.106714613806669,0.4875187277793884,INCREASES_FRAUD_RISK
71450516,1,feature_52,-0.4883391288926904,1.854846477508545,INCREASES_FRAUD_RISK
71450516,2,feature_89,-0.6942351992761703,0.9897605180740356,INCREASES_FRAUD_RISK
71450516,3,feature_162,-0.1836705632417872,0.5972163081169128,INCREASES_FRAUD_RISK
71450516,4,feature_160,-0.106714613806669,0.5343167185783386,INCREASES_FRAUD_RISK
71450516,5,feature_54,-0.4675529122634763,0.5241548418998718,INCREASES_FRAUD_RISK
71450526,1,feature_52,-0.4881966453786586,1.4262620210647583,INCREASES_FRAUD_RISK
71450526,2,feature_2,1.5735945770991024,0.4666610360145569,INCREASES_FRAUD_RISK
71450526,3,feature_79,-1.4717644946197317,0.45313140749931335,INCREASES_FRAUD_RISK
71450526,4,feature_163,-1.7609264293068194,0.36055490374565125,INCREASES_FRAUD_RISK
71450526,5,feature_51,-0.413832593910374,0.31336238980293274,INCREASES_FRAUD_RISK
71450697,1,feature_52,-0.4883522869255366,1.2703005075454712,INCREASES_FRAUD_RISK
71450697,2,feature_162,-0.1836705632417872,1.0429362058639526,INCREASES_FRAUD_RISK
71450697,3,feature_160,-0.106714613806669,0.5925334692001343,INCREASES_FRAUD_RISK
71450697,4,feature_2,1.5735945770991024,0.5588555932044983,INCREASES_FRAUD_RISK
71450697,5,feature_79,-1.4717644946197317,0.33218181133270264,INCREASES_FRAUD_RISK
71450704,1,feature_52,-0.4883522869255366,1.490188717842102,INCREASES_FRAUD_RISK
71450704,2,feature_89,-0.6942351992761703,1.4193146228790283,INCREASES_FRAUD_RISK
71450704,3,feature_131,-0.1887158089232799,0.7681411504745483,INCREASES_FRAUD_RISK
71450704,4,feature_75,-0.0950292480159356,0.6907190680503845,INCREASES_FRAUD_RISK
71450704,5,feature_160,-0.106714613806669,0.5912946462631226,INCREASES_FRAUD_RISK
71450731,1,feature_89,-0.6942351992761703,1.6620848178863525,INCREASES_FRAUD_RISK
71450731,2,feature_52,-0.4883391288926904,1.5120564699172974,INCREASES_FRAUD_RISK
71450731,3,feature_131,-0.1887158089232799,0.7190443277359009,INCREASES_FRAUD_RISK
71450731,4,feature_75,-0.0950292480159356,0.7031694650650024,INCREASES_FRAUD_RISK
71450731,5,feature_54,-0.4675529122634763,0.4566580355167389,INCREASES_FRAUD_RISK
71450904,1,feature_52,-0.4883522869255366,1.0285793542861938,INCREASES_FRAUD_RISK
71450904,2,feature_126,-0.1294956950866637,0.8207610249519348,INCREASES_FRAUD_RISK
71450904,3,feature_162,-0.1405970785066562,0.675055980682373,INCREASES_FRAUD_RISK
71450904,4,feature_79,-1.4717644946197317,0.4085386097431183,INCREASES_FRAUD_RISK
71450904,5,feature_2,1.5735945770991024,0.40655550360679626,INCREASES_FRAUD_RISK
71450921,1,feature_89,-0.6942351992761703,1.580496907234192,INCREASES_FRAUD_RISK
71450921,2,feature_52,-0.4883391288926904,1.4944233894348145,INCREASES_FRAUD_RISK
71450921,3,feature_131,-0.1887158089232799,0.6811073422431946,INCREASES_FRAUD_RISK
71450921,4,feature_75,-0.0950292480159356,0.658551812171936,INCREASES_FRAUD_RISK
71450921,5,feature_54,-0.4675529122634763,0.4848136603832245,INCREASES_FRAUD_RISK
71451283,1,feature_52,-0.4883522869255366,1.5707446336746216,INCREASES_FRAUD_RISK
71451283,2,feature_89,-0.6942351992761703,1.306409239768982,INCREASES_FRAUD_RISK
71451283,3,feature_131,-0.1887158089232799,0.7485322952270508,INCREASES_FRAUD_RISK
71451283,4,feature_160,-0.106714613806669,0.5100130438804626,INCREASES_FRAUD_RISK
71451283,5,feature_162,-0.1836705632417872,0.42890143394470215,INCREASES_FRAUD_RISK
71451628,1,feature_52,-0.4882356057145267,2.1259477138519287,INCREASES_FRAUD_RISK
71451628,2,feature_89,-0.6942351992761703,1.2343186140060425,INCREASES_FRAUD_RISK
71451628,3,feature_131,-0.1887158089232799,0.6209267377853394,INCREASES_FRAUD_RISK
71451628,4,feature_54,-0.4674334759183827,0.5966181755065918,INCREASES_FRAUD_RISK
71451628,5,feature_75,-0.0950292480159356,0.547013521194458,INCREASES_FRAUD_RISK
71451632,1,feature_89,-0.6942351992761703,1.6257562637329102,INCREASES_FRAUD_RISK
71451632,2,feature_52,-0.4883522869255366,1.4261486530303955,INCREASES_FRAUD_RISK
71451632,3,feature_131,-0.1887158089232799,0.7245801687240601,INCREASES_FRAUD_RISK
71451632,4,feature_75,-0.0950292480159356,0.590683102607727,INCREASES_FRAUD_RISK
71451632,5,feature_126,-0.0440910217330203,0.43004313111305237,INCREASES_FRAUD_RISK
71451667,1,feature_52,-0.4883391288926904,1.6799368858337402,INCREASES_FRAUD_RISK
71451667,2,feature_89,-0.6942351992761703,1.4871277809143066,INCREASES_FRAUD_RISK
71451667,3,feature_75,-0.0950292480159356,0.7891902327537537,INCREASES_FRAUD_RISK
71451667,4,feature_131,-0.1887158089232799,0.718481183052063,INCREASES_FRAUD_RISK
71451667,5,feature_160,-0.106714613806669,0.5985296368598938,INCREASES_FRAUD_RISK
71451822,1,feature_52,-0.4883522869255366,1.902469277381897,INCREASES_FRAUD_RISK
71451822,2,feature_89,-0.6942351992761703,1.0512086153030396,INCREASES_FRAUD_RISK
71451822,3,feature_126,-0.1010274706354492,0.564153254032135,INCREASES_FRAUD_RISK
71451822,4,feature_2,1.018601901343969,0.46107086539268494,INCREASES_FRAUD_RISK
71451822,5,feature_162,-0.1405970785066562,0.40922194719314575,INCREASES_FRAUD_RISK
71460296,1,feature_52,-0.4883391288926904,1.4396817684173584,INCREASES_FRAUD_RISK
71460296,2,feature_162,-0.1836705632417872,0.8533045649528503,INCREASES_FRAUD_RISK
71460296,3,feature_126,-0.1111946936537401,0.5953241586685181,INCREASES_FRAUD_RISK
71460296,4,feature_160,-0.106714613806669,0.5786706209182739,INCREASES_FRAUD_RISK
71460296,5,feature_2,1.018601901343969,0.5601626038551331,INCREASES_FRAUD_RISK
71748299,1,feature_52,-0.4883317935034463,1.5981913805007935,INCREASES_FRAUD_RISK
71748299,2,feature_89,-0.6942351992761703,1.3835079669952393,INCREASES_FRAUD_RISK
71748299,3,feature_75,-0.0950292480159356,0.6792452335357666,INCREASES_FRAUD_RISK
71748299,4,feature_131,-0.1887158089232799,0.6716195940971375,INCREASES_FRAUD_RISK
71748299,5,feature_160,-0.106714613806669,0.5865777730941772,INCREASES_FRAUD_RISK
71748300,1,feature_52,-0.4883317935034463,1.826356053352356,INCREASES_FRAUD_RISK
71748300,2,feature_89,-0.6942351992761703,1.525649905204773,INCREASES_FRAUD_RISK
71748300,3,feature_75,-0.0950292480159356,0.6775256991386414,INCREASES_FRAUD_RISK
71748300,4,feature_54,-0.4675444493076756,0.6773667931556702,INCREASES_FRAUD_RISK
71748300,5,feature_131,-0.1887158089232799,0.654573380947113,INCREASES_FRAUD_RISK
71748458,1,feature_52,-0.4883449515362926,1.8711978197097778,INCREASES_FRAUD_RISK
71748458,2,feature_89,-0.6942351992761703,1.1726508140563965,INCREASES_FRAUD_RISK
71748458,3,feature_54,-0.4675596299404542,0.6646980047225952,INCREASES_FRAUD_RISK
71748458,4,feature_131,-0.1887158089232799,0.5879591703414917,INCREASES_FRAUD_RISK
71748458,5,feature_160,-0.106714613806669,0.47012579441070557,INCREASES_FRAUD_RISK
71748770,1,feature_52,-0.4883449515362926,1.2907871007919312,INCREASES_FRAUD_RISK
71748770,2,feature_162,-0.1836705632417872,0.8544945120811462,INCREASES_FRAUD_RISK
71748770,3,feature_126,-0.1050943598427655,0.6266974806785583,INCREASES_FRAUD_RISK
71748770,4,feature_160,-0.106714613806669,0.615246057510376,INCREASES_FRAUD_RISK
71748770,5,feature_2,1.5735945770991024,0.4764387309551239,INCREASES_FRAUD_RISK
71749633,1,feature_52,-0.4883449515362926,1.2480347156524658,INCREASES_FRAUD_RISK
71749633,2,feature_162,-0.1836705632417872,0.8177668452262878,INCREASES_FRAUD_RISK
71749633,3,feature_160,-0.106714613806669,0.6200586557388306,INCREASES_FRAUD_RISK
71749633,4,feature_126,-0.1010274706354492,0.6183921694755554,INCREASES_FRAUD_RISK
71749633,5,feature_2,1.5735945770991024,0.45970577001571655,INCREASES_FRAUD_RISK
71769835,1,feature_52,-0.4881314546042098,0.9404523968696594,INCREASES_FRAUD_RISK
71769835,2,feature_2,1.5735945770991024,0.6962348818778992,INCREASES_FRAUD_RISK
71769835,3,feature_137,-0.2076852441968874,0.3698199689388275,INCREASES_FRAUD_RISK
71769835,4,feature_57,-0.0391510159950144,0.3445430397987366,INCREASES_FRAUD_RISK
71769835,5,feature_54,-0.4674206772070162,0.27286243438720703,INCREASES_FRAUD_RISK
71987809,1,feature_89,-0.6942351992761703,1.6319137811660767,INCREASES_FRAUD_RISK
71987809,2,feature_52,-0.4883181502502999,1.4716460704803467,INCREASES_FRAUD_RISK
71987809,3,feature_131,-0.1887158089232799,0.747545599937439,INCREASES_FRAUD_RISK
71987809,4,feature_75,-0.0918176532065505,0.6999297142028809,INCREASES_FRAUD_RISK
71987809,5,feature_126,-0.1050943598427655,0.6019715666770935,INCREASES_FRAUD_RISK
71987847,1,feature_52,-0.4883484051631351,1.7933597564697266,INCREASES_FRAUD_RISK
71987847,2,feature_89,-0.6942351992761703,1.2731989622116089,INCREASES_FRAUD_RISK
71987847,3,feature_131,-0.1887158089232799,0.7194420099258423,INCREASES_FRAUD_RISK
71987847,4,feature_54,-0.4675636144449362,0.5965924263000488,INCREASES_FRAUD_RISK
71987847,5,feature_160,-0.106714613806669,0.5121432542800903,INCREASES_FRAUD_RISK
71987983,1,feature_52,-0.4883410697738911,1.8049520254135132,INCREASES_FRAUD_RISK
71987983,2,feature_89,-0.6942351992761703,1.5163644552230835,INCREASES_FRAUD_RISK
71987983,3,feature_131,-0.1887158089232799,0.7164255976676941,INCREASES_FRAUD_RISK
71987983,4,feature_75,-0.0918176532065505,0.671814501285553,INCREASES_FRAUD_RISK
71987983,5,feature_54,-0.4675551514891356,0.6382723450660706,INCREASES_FRAUD_RISK
71987987,1,feature_89,-0.6942351992761703,1.6687651872634888,INCREASES_FRAUD_RISK
71987987,2,feature_52,-0.4883181502502999,1.4586577415466309,INCREASES_FRAUD_RISK
71987987,3,feature_75,-0.0918176532065505,0.7513555288314819,INCREASES_FRAUD_RISK
71987987,4,feature_131,-0.1887158089232799,0.7506890296936035,INCREASES_FRAUD_RISK
71987987,5,feature_2,1.018601901343969,0.47540852427482605,INCREASES_FRAUD_RISK
71988265,1,feature_52,-0.4883410697738911,1.6912249326705933,INCREASES_FRAUD_RISK
71988265,2,feature_89,-0.6942351992761703,1.510162353515625,INCREASES_FRAUD_RISK
71988265,3,feature_131,-0.1887158089232799,0.6852213740348816,INCREASES_FRAUD_RISK
71988265,4,feature_75,-0.0918176532065505,0.6602439880371094,INCREASES_FRAUD_RISK
71988265,5,feature_54,-0.4675551514891356,0.5939133167266846,INCREASES_FRAUD_RISK
71988421,1,feature_89,-0.6942351992761703,1.6743152141571045,INCREASES_FRAUD_RISK
71988421,2,feature_52,-0.4883410697738911,1.4744482040405273,INCREASES_FRAUD_RISK
71988421,3,feature_131,-0.1887158089232799,0.7546810507774353,INCREASES_FRAUD_RISK
71988421,4,feature_75,-0.0918176532065505,0.7474879026412964,INCREASES_FRAUD_RISK
71988421,5,feature_88,-0.7618985851043136,0.44661596417427063,INCREASES_FRAUD_RISK
71988422,1,feature_89,-0.6942351992761703,1.7153998613357544,INCREASES_FRAUD_RISK
71988422,2,feature_52,-0.4883484051631351,1.390874981880188,INCREASES_FRAUD_RISK
71988422,3,feature_131,-0.1887158089232799,0.7572278380393982,INCREASES_FRAUD_RISK
71988422,4,feature_75,-0.0918176532065505,0.7561997175216675,INCREASES_FRAUD_RISK
71988422,5,feature_88,-0.7618985851043136,0.4461817443370819,INCREASES_FRAUD_RISK
71988426,1,feature_89,-0.6942351992761703,1.639567255973816,INCREASES_FRAUD_RISK
71988426,2,feature_52,-0.4883410697738911,1.5108262300491333,INCREASES_FRAUD_RISK
71988426,3,feature_131,-0.1887158089232799,0.7417274117469788,INCREASES_FRAUD_RISK
71988426,4,feature_75,-0.0918176532065505,0.6962394714355469,INCREASES_FRAUD_RISK
71988426,5,feature_126,-0.1132281382573982,0.6027058362960815,INCREASES_FRAUD_RISK
71988430,1,feature_52,-0.4883410697738911,1.8628557920455933,INCREASES_FRAUD_RISK
71988430,2,feature_89,-0.6942351992761703,1.5537002086639404,INCREASES_FRAUD_RISK
71988430,3,feature_75,-0.0918176532065505,0.7481045722961426,INCREASES_FRAUD_RISK
71988430,4,feature_131,-0.1887158089232799,0.699522078037262,INCREASES_FRAUD_RISK
71988430,5,feature_54,-0.4675551514891356,0.598016619682312,INCREASES_FRAUD_RISK
71988433,1,feature_89,-0.6942351992761703,1.6676411628723145,INCREASES_FRAUD_RISK
71988433,2,feature_52,-0.4883484051631351,1.3571555614471436,INCREASES_FRAUD_RISK
71988433,3,feature_131,-0.1887158089232799,0.7835058569908142,INCREASES_FRAUD_RISK
71988433,4,feature_75,-0.0918176532065505,0.7024810314178467,INCREASES_FRAUD_RISK
71988433,5,feature_126,-0.1132281382573982,0.6921023726463318,INCREASES_FRAUD_RISK
71988438,1,feature_89,-0.6942351992761703,1.6941823959350586,INCREASES_FRAUD_RISK
71988438,2,feature_52,-0.4883484051631351,1.3818200826644897,INCREASES_FRAUD_RISK
71988438,3,feature_131,-0.1887158089232799,0.7907036542892456,INCREASES_FRAUD_RISK
71988438,4,feature_75,-0.0918176532065505,0.7267696857452393,INCREASES_FRAUD_RISK
71988438,5,feature_88,-0.7618985851043136,0.44339433312416077,INCREASES_FRAUD_RISK
71988444,1,feature_52,-0.4883484051631351,1.6628262996673584,INCREASES_FRAUD_RISK
71988444,2,feature_89,-0.6942351992761703,1.6297016143798828,INCREASES_FRAUD_RISK
71988444,3,feature_131,-0.1887158089232799,0.743806004524231,INCREASES_FRAUD_RISK
71988444,4,feature_75,-0.0918176532065505,0.6130156517028809,INCREASES_FRAUD_RISK
71988444,5,feature_54,-0.4675636144449362,0.5402107834815979,INCREASES_FRAUD_RISK
71988450,1,feature_89,-0.6942351992761703,1.5680525302886963,INCREASES_FRAUD_RISK
71988450,2,feature_52,-0.4883484051631351,1.4808473587036133,INCREASES_FRAUD_RISK
71988450,3,feature_75,-0.0918176532065505,0.7154987454414368,INCREASES_FRAUD_RISK
71988450,4,feature_131,-0.1887158089232799,0.7120118737220764,INCREASES_FRAUD_RISK
71988450,5,feature_126,-0.0664589123732602,0.5396572947502136,INCREASES_FRAUD_RISK
71988707,1,feature_89,-0.6942351992761703,1.6258949041366577,INCREASES_FRAUD_RISK
71988707,2,feature_52,-0.4883181502502999,1.4650483131408691,INCREASES_FRAUD_RISK
71988707,3,feature_131,-0.1887158089232799,0.7639217972755432,INCREASES_FRAUD_RISK
71988707,4,feature_75,-0.0918176532065505,0.7007161378860474,INCREASES_FRAUD_RISK
71988707,5,feature_126,-0.1050943598427655,0.6550372838973999,INCREASES_FRAUD_RISK
71988716,1,feature_52,-0.4883410697738911,1.4579806327819824,INCREASES_FRAUD_RISK
71988716,2,feature_89,-0.6942351992761703,1.401975154876709,INCREASES_FRAUD_RISK
71988716,3,feature_126,-0.1294956950866637,0.724361002445221,INCREASES_FRAUD_RISK
71988716,4,feature_131,-0.1887158089232799,0.6933156847953796,INCREASES_FRAUD_RISK
71988716,5,feature_75,-0.0937595477424578,0.668507993221283,INCREASES_FRAUD_RISK
71988749,1,feature_52,-0.4882146270721362,1.9576376676559448,INCREASES_FRAUD_RISK
71988749,2,feature_89,-0.6942351992761703,1.4684298038482666,INCREASES_FRAUD_RISK
71988749,3,feature_131,-0.1887158089232799,0.7295742034912109,INCREASES_FRAUD_RISK
71988749,4,feature_75,-0.0918176532065505,0.5897548794746399,INCREASES_FRAUD_RISK
71988749,5,feature_88,-0.7618985851043136,0.4771263301372528,INCREASES_FRAUD_RISK
71988753,1,feature_89,-0.6942351992761703,1.6454176902770996,INCREASES_FRAUD_RISK
71988753,2,feature_52,-0.4883410697738911,1.5194745063781738,INCREASES_FRAUD_RISK
71988753,3,feature_75,-0.0918176532065505,0.7522345781326294,INCREASES_FRAUD_RISK
71988753,4,feature_131,-0.1887158089232799,0.7420376539230347,INCREASES_FRAUD_RISK
71988753,5,feature_54,-0.4675551514891356,0.4678402245044708,INCREASES_FRAUD_RISK
71988756,1,feature_89,-0.6942351992761703,1.6224828958511353,INCREASES_FRAUD_RISK
71988756,2,feature_52,-0.4883181502502999,1.4526746273040771,INCREASES_FRAUD_RISK
71988756,3,feature_75,-0.0918176532065505,0.7304408550262451,INCREASES_FRAUD_RISK
71988756,4,feature_131,-0.1887158089232799,0.7270359992980957,INCREASES_FRAUD_RISK
71988756,5,feature_54,-0.4675287088684821,0.4397338330745697,INCREASES_FRAUD_RISK
71988771,1,feature_89,-0.6942351992761703,1.6777104139328003,INCREASES_FRAUD_RISK
71988771,2,feature_52,-0.4883410697738911,1.4758200645446777,INCREASES_FRAUD_RISK
71988771,3,feature_131,-0.1887158089232799,0.7637920379638672,INCREASES_FRAUD_RISK
71988771,4,feature_75,-0.0918176532065505,0.7502573728561401,INCREASES_FRAUD_RISK
71988771,5,feature_54,-0.4675551514891356,0.44445860385894775,INCREASES_FRAUD_RISK
71988781,1,feature_89,-0.6942351992761703,1.626180648803711,INCREASES_FRAUD_RISK
71988781,2,feature_52,-0.4883410697738911,1.5000381469726562,INCREASES_FRAUD_RISK
71988781,3,feature_131,-0.1887158089232799,0.7382498383522034,INCREASES_FRAUD_RISK
71988781,4,feature_75,-0.0918176532065505,0.7344909906387329,INCREASES_FRAUD_RISK
71988781,5,feature_2,1.5735945770991024,0.5055481195449829,INCREASES_FRAUD_RISK
71988920,1,feature_89,-0.6942351992761703,1.7196667194366455,INCREASES_FRAUD_RISK
71988920,2,feature_52,-0.4883484051631351,1.3923979997634888,INCREASES_FRAUD_RISK
71988920,3,feature_131,-0.1887158089232799,0.7572278380393982,INCREASES_FRAUD_RISK
71988920,4,feature_75,-0.0918176532065505,0.7570323944091797,INCREASES_FRAUD_RISK
71988920,5,feature_88,-0.7618985851043136,0.4461817443370819,INCREASES_FRAUD_RISK
71988925,1,feature_52,-0.4883313082831462,1.8955572843551636,INCREASES_FRAUD_RISK
71988925,2,feature_89,-0.6942351992761703,1.3239145278930664,INCREASES_FRAUD_RISK
71988925,3,feature_75,-0.0937595477424578,0.7093127369880676,INCREASES_FRAUD_RISK
71988925,4,feature_131,-0.1887158089232799,0.672074556350708,INCREASES_FRAUD_RISK
71988925,5,feature_54,-0.4675438895012608,0.6694559454917908,INCREASES_FRAUD_RISK
71988968,1,feature_52,-0.4883410697738911,1.2555716037750244,INCREASES_FRAUD_RISK
71988968,2,feature_162,-0.1405970785066562,0.7036139369010925,INCREASES_FRAUD_RISK
71988968,3,feature_2,1.5735945770991024,0.5958929061889648,INCREASES_FRAUD_RISK
71988968,4,feature_79,-1.4717644946197317,0.4505804479122162,INCREASES_FRAUD_RISK
71988968,5,feature_54,-0.4675551514891356,0.3217128813266754,INCREASES_FRAUD_RISK
71989154,1,feature_89,-0.6942351992761703,1.4682881832122803,INCREASES_FRAUD_RISK
71989154,2,feature_52,-0.4865088779203804,1.2835783958435059,INCREASES_FRAUD_RISK
71989154,3,feature_75,-0.0918176532065505,0.6109137535095215,INCREASES_FRAUD_RISK
71989154,4,feature_131,-0.1887158089232799,0.5539019703865051,INCREASES_FRAUD_RISK
71989154,5,feature_88,-0.7618985851043136,0.47277745604515076,INCREASES_FRAUD_RISK
71989158,1,feature_52,-0.4883410697738911,1.3475539684295654,INCREASES_FRAUD_RISK
71989158,2,feature_162,-0.1405970785066562,0.8189478516578674,INCREASES_FRAUD_RISK
71989158,3,feature_2,1.5735945770991024,0.7114307880401611,INCREASES_FRAUD_RISK
71989158,4,feature_79,-1.4717644946197317,0.42157140374183655,INCREASES_FRAUD_RISK
71989158,5,feature_54,-0.4675551514891356,0.41125211119651794,INCREASES_FRAUD_RISK
71989168,1,feature_52,-0.4883410697738911,1.7894713878631592,INCREASES_FRAUD_RISK
71989168,2,feature_89,-0.6942351992761703,1.5720630884170532,INCREASES_FRAUD_RISK
71989168,3,feature_75,-0.0918176532065505,0.7499366402626038,INCREASES_FRAUD_RISK
71989168,4,feature_131,-0.1887158089232799,0.7037997841835022,INCREASES_FRAUD_RISK
71989168,5,feature_54,-0.4675551514891356,0.6101510524749756,INCREASES_FRAUD_RISK
71989346,1,feature_89,-0.6942351992761703,1.5986372232437134,INCREASES_FRAUD_RISK
71989346,2,feature_52,-0.4883181502502999,1.5268707275390625,INCREASES_FRAUD_RISK
71989346,3,feature_131,-0.1887158089232799,0.7132190465927124,INCREASES_FRAUD_RISK
71989346,4,feature_75,-0.0918176532065505,0.690926194190979,INCREASES_FRAUD_RISK
71989346,5,feature_126,-0.1111946936537401,0.6312907338142395,INCREASES_FRAUD_RISK
